question_id,question,ground_truth,model_name,generated_answer,latency_seconds,context_length,score,reasoning
4,Thời gian khảo sát lấy ý kiến sinh viên về hoạt động giảng dạy HKI 2025-2026 là khi nào?,Từ ngày 15/09/2025 đến ngày 31/12/2025.,Llama 3.3 70B,Tôi không tìm thấy thông tin này trong tài liệu.,0.61,4199,1.0,"AI không cung cấp câu trả lời đúng; chỉ nói không tìm thấy thông tin, trong khi đáp án chuẩn đã nêu rõ thời gian khảo sát."
4,Thời gian khảo sát lấy ý kiến sinh viên về hoạt động giảng dạy HKI 2025-2026 là khi nào?,Từ ngày 15/09/2025 đến ngày 31/12/2025.,Groq Compound Mini,Tôi không tìm thấy thông tin này trong tài liệu.,1.2,4199,1.0,"AI không cung cấp câu trả lời đúng; chỉ nói không tìm thấy thông tin, trong khi đáp án chuẩn đã nêu rõ thời gian khảo sát."
5,Sinh viên thực hiện khảo sát trên 90% số môn học sẽ được cộng bao nhiêu điểm rèn luyện?,Sinh viên thực hiện khảo sát trên 90% số môn học sẽ được cộng 5 điểm rèn luyện.,Llama 3.1 8B,Tôi không tìm thấy thông tin về việc cộng điểm rèn luyện khi thực hiện khảo sát trên 90% số môn học trong các văn bản tham khảo.,0.66,4229,1.0,AI không đưa ra câu trả lời đúng; nó cho rằng không có thông tin trong khi đáp án chuẩn là cộng 5 điểm rèn luyện.
5,Sinh viên thực hiện khảo sát trên 90% số môn học sẽ được cộng bao nhiêu điểm rèn luyện?,Sinh viên thực hiện khảo sát trên 90% số môn học sẽ được cộng 5 điểm rèn luyện.,Llama 3.3 70B,Tôi không tìm thấy thông tin này trong tài liệu.,0.49,4229,1.0,"AI không đưa ra câu trả lời đúng; trả lời rằng không tìm thấy thông tin, trong khi đáp án chuẩn là cộng 5 điểm rèn luyện."
5,Sinh viên thực hiện khảo sát trên 90% số môn học sẽ được cộng bao nhiêu điểm rèn luyện?,Sinh viên thực hiện khảo sát trên 90% số môn học sẽ được cộng 5 điểm rèn luyện.,Groq Compound Mini,Tôi không tìm thấy thông tin này trong tài liệu.,1.05,4229,1.0,"AI không đưa ra câu trả lời đúng; trả lời rằng không tìm thấy thông tin, trong khi đáp án chuẩn là cộng 5 điểm rèn luyện."
6,Học phí Khối ngành Công nghệ kỹ thuật - Sản xuất chế biến cho khóa 2023 là bao nhiêu?,18.000.000 đồng/học kỳ.,Llama 3.1 8B,Tôi không tìm thấy thông tin về học phí Khối ngành Công nghệ kỹ thuật - Sản xuất chế biến cho khóa 2023 trong các văn bản tham khảo.,0.49,3312,1.0,"AI không cung cấp thông tin về học phí và thậm chí khẳng định không tìm thấy, trong khi đáp án chuẩn là 18.000.000 đồng/học kỳ, nên câu trả lời hoàn toàn sai."
6,Học phí Khối ngành Công nghệ kỹ thuật - Sản xuất chế biến cho khóa 2023 là bao nhiêu?,18.000.000 đồng/học kỳ.,Llama 3.3 70B,Học phí Khối ngành Công nghệ kỹ thuật - Sản xuất chế biến cho khóa 2023 là 18.000.000 đồng/học kỳ.,0.65,3312,10.0,"Câu trả lời của AI trùng khớp hoàn toàn với Ground Truth, truyền đạt đúng thông tin về học phí."
6,Học phí Khối ngành Công nghệ kỹ thuật - Sản xuất chế biến cho khóa 2023 là bao nhiêu?,18.000.000 đồng/học kỳ.,Groq Compound Mini,"Học phí cho Khối ngành **Công nghệ kỹ thuật - Sản xuất chế biến**, khóa **2023** là **18.000.000 đồng mỗi học kỳ**.",1.37,3312,10.0,Câu trả lời AI truyền đạt đúng và đầy đủ thông tin về học phí như Ground Truth.
7,Học phí khóa 2025 có bao gồm học phần Giáo dục quốc phòng và an ninh không?,"Không, học phí khóa 2025 không bao gồm các học phần GDQP&AN và GDTC.",Llama 3.1 8B,Tôi không tìm thấy thông tin về học phí khóa 2025 trong các văn bản tham khảo được cung cấp.,0.51,4426,1.0,"AI không trả lời câu hỏi mà chỉ nói không tìm thấy thông tin, trong khi đáp án chuẩn là khẳng định học phí không bao gồm các học phần GDQP&AN và GDTC."
7,Học phí khóa 2025 có bao gồm học phần Giáo dục quốc phòng và an ninh không?,"Không, học phí khóa 2025 không bao gồm các học phần GDQP&AN và GDTC.",Llama 3.3 70B,Tôi không tìm thấy thông tin này trong tài liệu.,0.62,4426,1.0,"AI không trả lời câu hỏi, chỉ nói không tìm thấy thông tin, trong khi đáp án chuẩn là có, vì vậy câu trả lời hoàn toàn sai và không cung cấp thông tin cần thiết."
7,Học phí khóa 2025 có bao gồm học phần Giáo dục quốc phòng và an ninh không?,"Không, học phí khóa 2025 không bao gồm các học phần GDQP&AN và GDTC.",Groq Compound Mini,Tôi không tìm thấy thông tin này trong tài liệu.,1.91,4426,1.0,"AI không trả lời câu hỏi, chỉ nói không tìm thấy thông tin, trong khi đáp án chuẩn là có, học phí không bao gồm học phần GDQP&AN và GDTC."
8,Đơn giá một tín chỉ cho học phần GDQP&AN khóa 2025 là bao nhiêu?,853.000 đồng/tín chỉ.,Llama 3.1 8B,Đơn giá một tín chỉ cho học phần GDQP&AN khóa 2025 là 853.000 đồng/Tín chỉ.,2.71,4167,10.0,"Câu trả lời của AI khớp hoàn toàn với Ground Truth, cung cấp đúng số tiền và đơn vị."
8,Đơn giá một tín chỉ cho học phần GDQP&AN khóa 2025 là bao nhiêu?,853.000 đồng/tín chỉ.,Llama 3.3 70B,Đơn giá một tín chỉ cho học phần GDQP&AN khóa 2025 là 853.000 đồng.,0.53,4167,9.0,"Câu trả lời đúng số tiền 853.000 đồng, đáp ứng nội dung chính, chỉ thiếu cụm '/tín chỉ' nhưng không ảnh hưởng đáng kể tới ý nghĩa."
8,Đơn giá một tín chỉ cho học phần GDQP&AN khóa 2025 là bao nhiêu?,853.000 đồng/tín chỉ.,Groq Compound Mini,Đơn giá một tín chỉ cho học phần GDQP&AN khóa 2025 là **853.000 đồng/Tín chỉ**.,7.8,4167,10.0,"Câu trả lời AI cung cấp đúng số tiền và đơn vị như Ground Truth, không sai lệch."
9,Thời gian đăng ký học phần đợt 1 cho HKI năm học 2025-2026 là khi nào?,Từ 09g00 ngày 11/8/2025 đến 07g30 ngày 18/8/2025.,Llama 3.1 8B,Thời gian đăng ký học phần đợt 1 cho HKI năm học 2025-2026 là từ 09g00 ngày 11/8/2025 đến 07g30 ngày 18/8/2025.,3.69,4202,10.0,"Câu trả lời của AI hoàn toàn khớp với Ground Truth, truyền đạt đúng thời gian đăng ký học phần"
9,Thời gian đăng ký học phần đợt 1 cho HKI năm học 2025-2026 là khi nào?,Từ 09g00 ngày 11/8/2025 đến 07g30 ngày 18/8/2025.,Llama 3.3 70B,Thời gian đăng ký học phần từ 09g00 ngày 11/8/2025 đến 07g30 ngày 18/8/2025.,1.86,4202,10.0,"Câu trả lời AI truyền đạt đúng thời gian đăng ký học phần như Ground Truth, không thiếu chi tiết và thông tin chính xác."
9,Thời gian đăng ký học phần đợt 1 cho HKI năm học 2025-2026 là khi nào?,Từ 09g00 ngày 11/8/2025 đến 07g30 ngày 18/8/2025.,Groq Compound Mini,Thời gian đăng ký học phần đợt 1 cho Học kỳ I năm học 2025‑2026 là **từ 09:00 ngày 11 / 8 / 2025 đến 07:30 ngày 18 / 8 / 2025**. (Nguồn: Văn bản #5),9.45,4202,10.0,"Câu trả lời AI truyền đạt đúng thời gian và ngày đăng ký học phần đợt 1 như Ground Truth, chỉ khác về cách viết (09:00 vs 09g00) nhưng nội dung hoàn toàn chính xác."
10,Sinh viên đăng ký tối đa bao nhiêu tín chỉ trong một học kỳ?,Số tín chỉ sinh viên được đăng ký tối đa là 28 tín chỉ.,Llama 3.1 8B,Sinh viên đăng ký tối đa 28 tín chỉ trong một học kỳ.,0.48,4148,10.0,Câu trả lời AI truyền đạt đúng và đầy đủ thông tin như Ground Truth.
10,Sinh viên đăng ký tối đa bao nhiêu tín chỉ trong một học kỳ?,Số tín chỉ sinh viên được đăng ký tối đa là 28 tín chỉ.,Llama 3.3 70B,Sinh viên đăng ký tối đa 28 tín chỉ trong một học kỳ.,0.47,4148,10.0,Câu trả lời AI truyền đạt đúng và đầy đủ thông tin như Ground Truth: tối đa 28 tín chỉ.
10,Sinh viên đăng ký tối đa bao nhiêu tín chỉ trong một học kỳ?,Số tín chỉ sinh viên được đăng ký tối đa là 28 tín chỉ.,Groq Compound Mini,Sinh viên được phép đăng ký tối đa **28 tín chỉ** trong một học kỳ (theo quy định trong các văn bản tham khảo).,8.0,4148,10.0,"Câu trả lời AI truyền đạt đúng và đầy đủ thông tin chính là 28 tín chỉ, trùng khớp với Ground Truth."
11,Sinh viên năm cuối được ưu tiên đăng ký học phần như thế nào?,Được ưu tiên đăng ký trước từ 1 đến 2 ngày so với các sinh viên khác.,Llama 3.1 8B,Tôi không tìm thấy thông tin về việc ưu tiên đăng ký học phần cho sinh viên năm cuối trong các văn bản tham khảo.,0.56,4928,1.0,"AI trả lời không có thông tin về ưu tiên, trái ngược với đáp án chuẩn cho biết ưu tiên đăng ký trước 1-2 ngày."
11,Sinh viên năm cuối được ưu tiên đăng ký học phần như thế nào?,Được ưu tiên đăng ký trước từ 1 đến 2 ngày so với các sinh viên khác.,Llama 3.3 70B,Tôi không tìm thấy thông tin này trong tài liệu.,2.73,4928,1.0,"AI không cung cấp thông tin đúng; trả lời rằng không tìm thấy dữ liệu, trong khi đáp án chuẩn là ưu tiên đăng ký trước 1-2 ngày."
11,Sinh viên năm cuối được ưu tiên đăng ký học phần như thế nào?,Được ưu tiên đăng ký trước từ 1 đến 2 ngày so với các sinh viên khác.,Groq Compound Mini,Tôi không tìm thấy thông tin này trong tài liệu.,7.74,4928,1.0,"AI không cung cấp thông tin đúng; trả lời rằng không tìm thấy dữ liệu, trong khi đáp án chuẩn là ưu tiên đăng ký trước 1-2 ngày."
12,Địa chỉ website để đăng ký môn học là gì?,https://dkmh.hcmute.edu.vn,Llama 3.1 8B,Địa chỉ website để đăng ký môn học là https://online.hcmute.edu.vn/.,0.54,4201,1.0,"AI cung cấp địa chỉ website khác với địa chỉ chuẩn, không đúng thông tin yêu cầu."
12,Địa chỉ website để đăng ký môn học là gì?,https://dkmh.hcmute.edu.vn,Llama 3.3 70B,https://online.hcmute.edu.vn/,2.75,4201,1.0,"AI cung cấp địa chỉ website không khớp với đáp án chuẩn, sai hoàn toàn"
12,Địa chỉ website để đăng ký môn học là gì?,https://dkmh.hcmute.edu.vn,Groq Compound Mini,Địa chỉ website để đăng ký môn học là: **https://online.hcmute.edu.vn/**,7.59,4201,1.0,"AI cung cấp địa chỉ website khác hoàn toàn so với đáp án chuẩn, không đúng thông tin yêu cầu."
13,Điều kiện để sinh viên được xét tốt nghiệp về điểm trung bình tích lũy là bao nhiêu?,Điểm trung bình chung tích lũy của toàn khóa học đạt từ 5.00 trở lên (đối với khóa 2020 trở về trước) hoặc từ trung bình trở lên (đối với khóa 2021 trở đi).,Llama 3.1 8B,"Câu trả lời:

Theo văn bản tham khảo, điều kiện để sinh viên được xét tốt nghiệp về điểm trung bình tích lũy là đạt từ trung bình trở lên.

Cụ thể, tại văn bản tham khảo #2, điểm b) nêu rõ: ""Điểm trung bình tích lũy của toàn khóa học đạt từ trung bình trở lên"".

Tương tự, tại văn bản tham khảo #4 và #5, điểm b) cũng nêu rõ: ""Điểm trung bình tích lũy của toàn khóa học đạt từ trung bình trở lên"".

Vậy, điều kiện để sinh viên được xét tốt nghiệp về điểm trung bình tích lũy là đạt từ trung bình trở lên.",0.64,4535,5.0,"AI chỉ nêu điều kiện 'đạt từ trung bình trở lên' cho tất cả các khóa, bỏ qua thông tin quan trọng về mức 5.00 cho các khóa 2020 trở về trước, nên câu trả lời không đầy đủ."
13,Điều kiện để sinh viên được xét tốt nghiệp về điểm trung bình tích lũy là bao nhiêu?,Điểm trung bình chung tích lũy của toàn khóa học đạt từ 5.00 trở lên (đối với khóa 2020 trở về trước) hoặc từ trung bình trở lên (đối với khóa 2021 trở đi).,Llama 3.3 70B,Điểm trung bình tích lũy của toàn khóa học đạt từ trung bình trở lên.,0.61,4535,5.0,"AI chỉ nêu điều kiện cho khóa 2021 trở đi, bỏ qua yêu cầu 5.00 cho các khóa trước, nên thiếu chi tiết quan trọng."
13,Điều kiện để sinh viên được xét tốt nghiệp về điểm trung bình tích lũy là bao nhiêu?,Điểm trung bình chung tích lũy của toàn khóa học đạt từ 5.00 trở lên (đối với khóa 2020 trở về trước) hoặc từ trung bình trở lên (đối với khóa 2021 trở đi).,Groq Compound Mini,Điểm trung bình tích lũy của toàn khóa học phải **đạt từ mức “trung bình” trở lên** (theo quy định trong các văn bản tham khảo).,1.73,4535,5.0,"AI chỉ nêu rằng điểm trung bình tích lũy phải từ mức “trung bình” trở lên, bỏ qua yêu cầu cụ thể 5.00 cho các khóa 2020 trở về trước, nên thông tin không đầy đủ."
14,Lệ phí làm bằng tốt nghiệp cho sinh viên Đại học và ngành Sư phạm Tiếng Anh là bao nhiêu?,120.000Đ (Một trăm hai mươi ngàn đồng).,Llama 3.1 8B,Tôi không tìm thấy thông tin về lệ phí làm bằng tốt nghiệp cho sinh viên Đại học và ngành Sư phạm Tiếng Anh trong các văn bản tham khảo.,0.67,4162,1.0,"AI không cung cấp thông tin lệ phí, trái với đáp án chuẩn 120.000Đ"
14,Lệ phí làm bằng tốt nghiệp cho sinh viên Đại học và ngành Sư phạm Tiếng Anh là bao nhiêu?,120.000Đ (Một trăm hai mươi ngàn đồng).,Llama 3.3 70B,Tôi không tìm thấy thông tin này trong tài liệu.,0.54,4162,1.0,"AI không cung cấp câu trả lời, thông tin không đúng và không liên quan tới giá trị 120.000Đ trong Ground Truth."
14,Lệ phí làm bằng tốt nghiệp cho sinh viên Đại học và ngành Sư phạm Tiếng Anh là bao nhiêu?,120.000Đ (Một trăm hai mươi ngàn đồng).,Groq Compound Mini,Tôi không tìm thấy thông tin này trong tài liệu.,1.08,4162,1.0,"AI không cung cấp đáp án, trả lời không liên quan và sai so với thông tin chuẩn"
15,Thời gian nộp đơn xin điểm I (online) đợt 1 học kỳ 1/2025-2026 là khi nào?,Từ ngày 20-31/10/2025.,Llama 3.1 8B,Tôi không tìm thấy thông tin về thời gian nộp đơn xin điểm I (online) đợt 1 học kỳ 1/2025-2026 trong các văn bản tham khảo.,0.59,4412,1.0,AI không cung cấp thông tin đúng; trả lời rằng không tìm thấy thời gian nộp đơn trong khi Ground Truth đã nêu rõ là từ 20-31/10/2025.
15,Thời gian nộp đơn xin điểm I (online) đợt 1 học kỳ 1/2025-2026 là khi nào?,Từ ngày 20-31/10/2025.,Llama 3.3 70B,Tôi không tìm thấy thông tin này trong tài liệu.,0.57,4412,1.0,"AI không cung cấp thông tin yêu cầu và thừa nhận không tìm thấy, trong khi đáp án chuẩn là thời gian từ 20-31/10/2025, nên câu trả lời hoàn toàn sai."
15,Thời gian nộp đơn xin điểm I (online) đợt 1 học kỳ 1/2025-2026 là khi nào?,Từ ngày 20-31/10/2025.,Groq Compound Mini,Tôi không tìm thấy thông tin này trong tài liệu.,1.55,4412,1.0,"AI không cung cấp thông tin yêu cầu và thừa nhận không tìm thấy, trong khi đáp án chuẩn là thời gian từ 20-31/10/2025, nên câu trả lời hoàn toàn sai."
16,Sinh viên bị ốm trong đợt thi cần làm gì để xin điểm I?,Làm đơn xin nhận điểm I các học phần không tham gia thi được trong thời gian ốm kèm các giấy tờ của cơ quan y tế.,Llama 3.1 8B,"Để xin điểm I khi bị ốm trong đợt thi, sinh viên cần làm đơn xin nhận điểm I các học phần không tham gia thi được trong thời gian ốm kèm các giấy tờ của cơ quan y tế và nộp văn phòng Khoa. Sau khi có xác nhận của Khoa, sinh viên nộp đơn về Phòng Đào tạo hoặc Phòng Hợp tác và Phát triển Đào tạo.",0.69,4530,9.0,"Câu trả lời AI truyền đạt đầy đủ nội dung chính của Ground Truth (làm đơn xin điểm I kèm giấy tờ y tế) và bổ sung thông tin chi tiết về quy trình nộp đơn, không sai lệch."
16,Sinh viên bị ốm trong đợt thi cần làm gì để xin điểm I?,Làm đơn xin nhận điểm I các học phần không tham gia thi được trong thời gian ốm kèm các giấy tờ của cơ quan y tế.,Llama 3.3 70B,Sinh viên nghỉ ốm trong đợt thi cần làm đơn xin nhận điểm I các học phần không tham gia thi được trong thời gian ốm kèm các giấy tờ của cơ quan y tế.,0.58,4530,10.0,"Câu trả lời AI truyền đạt đầy đủ nội dung của Ground Truth, chỉ thay đổi cách diễn đạt mà không làm sai lệch thông tin."
16,Sinh viên bị ốm trong đợt thi cần làm gì để xin điểm I?,Làm đơn xin nhận điểm I các học phần không tham gia thi được trong thời gian ốm kèm các giấy tờ của cơ quan y tế.,Groq Compound Mini,"Sinh viên nghỉ ốm trong đợt thi phải:

1. **Làm đơn xin nhận điểm I** cho các học phần không tham gia thi được do ốm.  
2. **Kèm theo** giấy tờ, chứng nhận y tế của cơ quan y tế chứng minh thời gian ốm.  
3. **Nộp đơn**:  
   - Theo quy định của nguồn #5, nộp đơn tại văn phòng Khoa.  
   - Sau khi Khoa xác nhận, chuyển đơn (cùng giấy tờ) tới Phòng Đào tạo hoặc Phòng Hợp tác và Phát triển Đào tạo.  

(Theo nguồn #1, nếu có hệ thống online, sinh viên cũng có thể nộp đơn qua mạng trong thời gian 20‑31/10/2025, sau đó in đơn để nhận điểm I trong tối đa hai học kỳ tiếp theo.)",2.1,4530,9.0,"Câu trả lời AI truyền đạt đầy đủ nội dung chính của Ground Truth: làm đơn xin điểm I và kèm giấy tờ y tế, đồng thời bổ sung chi tiết về nơi nộp và hình thức nộp mà không sai lệch."
17,Học phần thay thế được đăng ký trong trường hợp nào?,"Khi môn học trong chương trình đào tạo không còn mở lớp hoặc đã đăng ký môn học cùng tên, số tín chỉ nhưng khác mã và có nội dung tương đương.",Llama 3.1 8B,Học phần thay thế được đăng ký trong trường hợp sinh viên muốn thay thế một học phần không còn tổ chức giảng dạy bằng một học phần khác có nội dung gần giống.,0.54,4204,7.0,"AI nêu đúng trường hợp học phần không còn giảng dạy và thay thế bằng học phần nội dung tương tự, nhưng thiếu chi tiết về việc cùng tên, cùng số tín chỉ, khác mã như Ground Truth."
17,Học phần thay thế được đăng ký trong trường hợp nào?,"Khi môn học trong chương trình đào tạo không còn mở lớp hoặc đã đăng ký môn học cùng tên, số tín chỉ nhưng khác mã và có nội dung tương đương.",Llama 3.3 70B,Học phần thay thế được đăng ký trong trường hợp học phần đó có nội dung gần giống và có thể thay thế cho học phần hoặc nhóm học phần thuộc chương trình đào tạo của ngành/chuyên ngành khác không còn tổ chức giảng dạy. Sinh viên cần làm đơn xin thay thế học phần trong thời gian đăng ký học phần.,0.7,4204,7.0,"AI nêu đúng rằng học phần thay thế cần có nội dung tương đương và không còn mở lớp, nhưng thêm điều kiện về ngành/chuyên ngành khác không có trong Ground Truth, gây lệch một phần so với đáp án chuẩn."
17,Học phần thay thế được đăng ký trong trường hợp nào?,"Khi môn học trong chương trình đào tạo không còn mở lớp hoặc đã đăng ký môn học cùng tên, số tín chỉ nhưng khác mã và có nội dung tương đương.",Groq Compound Mini,"**Học phần thay thế** chỉ được đăng ký khi sinh viên **nộp đơn xin thay thế học phần** (theo mẫu có trên website Phòng Đào tạo) **trong thời gian đăng ký học phần**, gửi đến Bộ môn và Đơn vị đào tạo quản học phần để Phòng Đào tạo xem xét.  

Nếu là học phần thay thế **ngoài Trường** (hoặc học phần không còn tổ chức giảng dạy), sinh viên cũng phải làm đơn tương tự và tuân thủ các điều kiện quy định tại Khoản 2, Điều 19 của Quy chế.  

Tóm lại, học phần thay thế được đăng ký khi:
1. Sinh viên nộp đơn xin thay thế (theo mẫu) trong thời gian đăng ký học phần;  
2. Đơn được gửi tới Bộ môn và Đơn vị đào tạo quản học phần;  
3. Phòng Đào tạo xem xét và chấp nhận, đồng thời đáp ứng các điều kiện quy định (ví dụ: học phần không còn giảng dạy, nội dung gần giống).",2.25,4204,2.0,"Câu trả lời AI không nêu đúng điều kiện chính của học phần thay thế (không còn mở lớp hoặc cùng tên, số tín chỉ, nội dung tương đương) mà chỉ mô tả quy trình nộp đơn, thiếu thông tin quan trọng và không khớp với Ground Truth."
18,Thời gian nhận đơn xin thay thế môn học đợt 1 của HKI 2025-2026?,Từ ngày 11/08/2025 đến hết ngày 23/08/2025.,Llama 3.1 8B,Thời gian nhận đơn xin thay thế môn học đợt 1 của HKI 2025-2026 là từ ngày 11/08/2025 đến hết ngày 23/08/2025.,0.51,4298,10.0,"Câu trả lời của AI truyền đạt đúng và đầy đủ thông tin như Ground Truth, không sai lệch."
18,Thời gian nhận đơn xin thay thế môn học đợt 1 của HKI 2025-2026?,Từ ngày 11/08/2025 đến hết ngày 23/08/2025.,Llama 3.3 70B,Thời gian nhận đơn xin thay thế môn học đợt 1 của HKI 2025-2026 là từ ngày 11/08/2025 đến hết ngày 23/08/2025.,0.59,4298,10.0,"Câu trả lời AI truyền đạt đúng và đầy đủ thông tin như Ground Truth, không sai lệch."
18,Thời gian nhận đơn xin thay thế môn học đợt 1 của HKI 2025-2026?,Từ ngày 11/08/2025 đến hết ngày 23/08/2025.,Groq Compound Mini,Thời gian nhận đơn xin thay thế môn học đợt 1 của HKI 2025‑2026 là từ ngày 11/08/2025 đến hết ngày 23/08/2025.,1.3,4298,10.0,"Câu trả lời AI truyền đạt đúng và đầy đủ thông tin như Ground Truth, không sai lệch."
19,"Để miễn thi Giáo dục thể chất, sinh viên cần điều kiện gì?",Sinh viên có vấn đề về sức khỏe không thể tham gia học hoặc đã tích lũy học phần có cùng nội dung ở một trường đại học khác.,Llama 3.1 8B,"Để miễn thi Giáo dục thể chất, sinh viên cần đáp ứng một trong các điều kiện sau:

- Đã có chứng chỉ cùng bậc đào tạo: được phép miễn thi.
- Không có chứng chỉ: phải tốt nghiệp ở trường Đại học hoặc Cao đẳng khác và nộp bảng điểm kèm bản sao bằng tốt nghiệp về phòng Đào tạo để được xem xét miễn thi.
- Có vấn đề về sức khỏe: được xem xét miễn thi phần thực hành. Sinh viên làm đơn xin miễn thi các học phần thực hành Giáo dục thể chất, kèm giấy bệnh viện, có xác nhận của trạm y tế trường sau đó nộp về phòng Đào tạo.",0.58,3811,5.0,"AI đáp đúng một phần (điều kiện sức khỏe) nhưng thêm các điều kiện không có trong Ground Truth và không nêu rõ việc đã tích lũy học phần cùng nội dung, nên thông tin không đầy đủ và có phần sai lệch."
