question_id,question,ground_truth,model_name,generated_answer,latency_seconds,context_length,score,reasoning
21,Mức học phí cho khối ngành Kiến trúc và quy hoạch khóa 2024 là bao nhiêu?,20.000.000 đồng/học kỳ.,Groq Compound Mini,Mức học phí cho khối ngành **Kiến trúc và quy hoạch** khóa 2024 là **20.000.000 đồng mỗi học kỳ**.,14.14,4147,10.0,Câu trả lời AI truyền đạt đúng và đầy đủ thông tin về mức học phí như trong Ground Truth.
22,Học phí học lại cho hệ vừa làm vừa học là bao nhiêu?,910.000đ/tín chỉ.,Groq Compound Mini,Học phí học lại cho hệ vừa làm vừa học là **910.000 đồng mỗi tín chỉ**.,9.44,4615,10.0,Câu trả lời AI truyền đạt đúng và đầy đủ thông tin như Ground Truth: 910.000 đồng mỗi tín chỉ.
23,Sinh viên chương trình Sư phạm Kỹ thuật đóng lệ phí làm bằng tốt nghiệp bao nhiêu?,180.000Đ (Một trăm tám mươi ngàn đồng).,Groq Compound Mini,Sinh viên chương trình Sư phạm Kỹ thuật phải đóng lệ phí làm bằng tốt nghiệp là **180.000 đồng**. (theo Văn bản #1),14.2,4284,10.0,"Câu trả lời AI cung cấp đúng số tiền 180.000 đồng như Ground Truth, không sai lệch thông tin."
24,Sinh viên nộp chứng chỉ ngoại ngữ tại đâu?,"Đăng ký trên trang online của trường (https://online.hcmute.edu.vn), mục Chức năng trực tuyến/Đăng ký các mẫu đơn.",Groq Compound Mini,"Sinh viên nộp chứng chỉ ngoại ngữ **qua hệ thống trực tuyến của trường**: vào trang https://online.hcmute.edu.vn, mục “Chức năng trực tuyến / Đăng ký các mẫu đơn”, chọn loại đăng ký “chuyển điểm ngoại ngữ” hoặc “miễn thi ngoại ngữ” và tải lên file scan chứng chỉ.",9.76,5252,9.0,"Câu trả lời AI truyền đạt đúng địa chỉ và mục cần truy cập như Ground Truth, đồng thời bổ sung chi tiết không sai lệch, nên được chấm cao."
25,Nếu sinh viên nộp chứng chỉ Aptis ESOL B1 thì được miễn học phần nào?,Được miễn học phần Kỹ năng giao tiếp tiếng Anh 2.,Groq Compound Mini,Sinh viên nộp chứng chỉ Aptis ESOL B1 được miễn học phần **Kỹ năng giao tiếp tiếng Anh 2**.,10.95,5116,10.0,"Câu trả lời của AI truyền đạt đúng và đầy đủ thông tin như Ground Truth, không sai lệch gì."
26,Mã học phần của Kỹ năng giao tiếp tiếng Anh 2 là gì?,ENCS240026.,Groq Compound Mini,Mã học phần của **Kỹ năng giao tiếp tiếng Anh 2** là **ENCS240026**.,12.29,3262,10.0,"Câu trả lời đúng hoàn toàn, cung cấp đúng mã học phần như trong Ground Truth."
27,Sinh viên có được phép rút bớt học phần trong thời gian ưu tiên đăng ký không?,Trong thời gian ưu tiên SV không được phép đăng ký học các học phần cải thiện và các học phần ngoài chương trình đào tạo.,Groq Compound Mini,Tôi không tìm thấy thông tin này trong tài liệu.,8.66,5119,1.0,"AI không cung cấp câu trả lời, trong khi Ground Truth đã nêu rõ sinh viên không được phép đăng ký các học phần cải thiện và ngoài chương trình trong thời gian ưu tiên."
28,Thời gian chỉnh sửa đăng ký học phần đợt 1 HKI 2025-2026?,Từ 09h00 ngày 19/8/2025 đến 07h30 ngày 25/8/2025.,Groq Compound Mini,Thời gian chỉnh sửa đăng ký học phần đợt 1 HKI 2025‑2026: **từ 09:00 ngày 19/08/2025 đến 07:30 ngày 25/08/2025**.,2.89,5713,10.0,"Câu trả lời AI truyền đạt đúng thời gian chỉnh sửa đăng ký học phần như trong Ground Truth, không sai lệch nào."
29,Hệ CLC tiếng Việt khóa 2023 học phí bao nhiêu một tín chỉ?,1.237.000 đồng/tín chỉ (Khối ngành công nghệ kỹ thuật).,Groq Compound Mini,"Theo bảng học phí (Nguồn #2), đối với khóa 2023 của hệ CLC tiếng Việt:

- **Khối ngành Công nghệ kỹ thuật – sản xuất chế biến:** 1.237.000 đồng mỗi tín chỉ.  
- **Khối ngành Khoa học xã hội – quản lý kinh doanh:** 1.189.000 đồng mỗi tín chỉ.  ",12.59,5735,10.0,"Câu trả lời AI cung cấp đúng mức học phí 1.237.000 đồng/tín chỉ cho khối ngành công nghệ kỹ thuật như Ground Truth và bổ sung thông tin thêm không sai, nên đáp ứng đầy đủ yêu cầu."
30,Trường hợp nào sinh viên được tạm hoãn học môn GDQP&AN?,Vì lý do sức khỏe phải dừng học thời gian dài để điều trị hoặc sinh viên nữ đang mang thai/nghỉ thai sản.,Groq Compound Mini,"Sinh viên được tạm hoãn học môn Giáo dục quốc phòng & An ninh (GDQP&AN khi:

- Vì lý do sức khỏe phải dừng học trong thời gian dài để điều trị và có giấy xác nhận của bệnh viện nơi điều trị;  
- Là sinh viên nữ đang mang thai hoặc đang trong thời gian nghỉ chế độ thai sản theo quy định hiện hành.  

(Tham khảo NGUỒN #3, mục “Đối tượng được tạm hoãn học môn học GDQP&AN”).",15.72,5629,10.0,"Câu trả lời AI bao gồm đầy đủ các trường hợp trong Ground Truth và bổ sung chi tiết không sai, nên truyền đạt đúng ý nghĩa."
31,Thời gian nộp hình làm bằng tốt nghiệp cho sinh viên Sư phạm Kỹ thuật?,Từ 03/10/2025 - 15/10/2025.,Groq Compound Mini,Thời gian nộp hình cho sinh viên chương trình Sư phạm Kỹ thuật là từ **03/10/2025 đến 15/10/2025**.,6.59,3802,10.0,"Câu trả lời AI truyền đạt đúng thời gian nộp hình như trong Ground Truth, không thiếu chi tiết và thông tin chính xác."
32,Tài khoản ngân hàng để đóng lệ phí tốt nghiệp là gì?,Số tài khoản: 3141757777 tại ngân hàng BIDV - chi nhánh Đông Sài Gòn.,Groq Compound Mini,"Tên tài khoản: **Trường Đại học Sư phạm Kỹ thuật TP.HCM**  
Số tài khoản: **3141757777** tại **ngân hàng BIDV – chi nhánh Đông Sài Gòn**.",2.77,4229,10.0,"Câu trả lời AI cung cấp đầy đủ số tài khoản và ngân hàng chi nhánh đúng như Ground Truth, thông tin bổ sung không sai và không ảnh hưởng tới nội dung chính."
33,Sinh viên có thể đăng ký môn học tại đâu ngoài phòng máy trường?,Tại tất cả các máy tính có nối mạng Internet trong hoặc ngoài trường.,Groq Compound Mini,"Sinh viên có thể đăng ký môn học tại **bất kỳ máy tính nào có kết nối Internet**, dù là trong trường hay ngoài trường. (Xem NGUỒN #2 và NGUỒN #3)",4.11,4836,10.0,"Câu trả lời AI truyền đạt đúng ý nghĩa của Ground Truth: đăng ký môn học được thực hiện trên bất kỳ máy tính nào có kết nối Internet, cả trong và ngoài trường."
34,Nếu quên mật khẩu email sinh viên thì liên hệ ai?,Thầy Nguyễn Hà (Trung tâm Thông tin Máy tính).,Groq Compound Mini,"Bạn nên liên hệ **Trung tâm Thông tin, máy tính (IIC)** để được cấp lại mật khẩu email sinh viên.  

- **Địa chỉ:** Phòng A5.101 (tầng 1 Khu A5) hoặc A1.1107 (tầng 11), Tòa nhà trung tâm.  
- **Email:** ic@hcmute.edu.vn  
- **Điện thoại:** 028 3722 1223 ext 8510  
- **Hotline:** 0913 889 739 (T. Hà)  

Trung tâm chịu trách nhiệm “cấp lại mật khẩu email khi cần thiết”.",2.02,4083,9.0,"AI trả lời đúng người cần liên hệ là Thầy Nguyễn Hà tại Trung tâm Thông tin Máy tính, đồng thời cung cấp thêm thông tin liên hệ chi tiết, không sai lệch nội dung."
35,Hạn chót nộp đơn xin thay thế môn học đợt 2 là ngày nào?,Hết ngày 01/11/2025.,Groq Compound Mini,Hạn chót nộp đơn xin thay thế môn học đợt 2 là **ngày 01/11/2025**.,1.12,5073,10.0,"Câu trả lời AI cung cấp đúng ngày hết hạn như Ground Truth, không thiếu thông tin và diễn đạt chính xác."
36,Điểm tổng kết học phần Kỹ năng giao tiếp tiếng Anh có tính vào điểm trung bình tích lũy không?,Không tính vào điểm trung bình học kỳ cũng như điểm trung bình tích lũy.,Groq Compound Mini,"Không, điểm tổng kết học phần Kỹ năng giao tiếp tiếng Anh không được tính vào điểm trung bình học kỳ cũng như điểm trung bình tích lũy của sinh viên. (theo NGUỒN #1)",0.98,3801,10.0,"Câu trả lời AI truyền đạt đúng nội dung chính của Ground Truth, khẳng định không tính vào điểm trung bình học kỳ và tích lũy, chỉ thêm thông tin nguồn tham khảo mà không làm sai lệch."
37,Sĩ số lớp học phần Kỹ năng giao tiếp tiếng Anh là bao nhiêu?,Khoảng từ 20 đến 30 sinh viên.,Groq Compound Mini,Sĩ số mỗi lớp học phần Kỹ năng giao tiếp tiếng Anh khoảng **20 – 30 sinh viên**. (theo NGUỒN #1),2.15,3262,10.0,"Câu trả lời AI truyền đạt đúng và đầy đủ thông tin như Ground Truth, chỉ ra sĩ số khoảng 20‑30 sinh viên."
38,Sinh viên khóa 2019 trở về trước xét tốt nghiệp cần điểm TOEIC 2 kỹ năng bao nhiêu?,"450 điểm (khóa 2012, 2013) hoặc 500 điểm (từ khóa 2014 trở đi).",Groq Compound Mini,"Theo quy định trong các thông tư xét tốt nghiệp:

- **Khóa 2012‑2013**: cần đạt **450 điểm** TOEIC 2 kỹ năng (đọc‑nghe).  
- **Khóa 2014 trở lên** (bao gồm khóa 2019): cần đạt **500 điểm** TOEIC 2 kỹ năng (đọc‑nghe) hoặc các tiêu chuẩn ngoại ngữ thay thế khác.

Vì vậy, **sinh viên khóa 2019** (và các khóa sau 2014) phải đạt **500 điểm** TOEIC 2 kỹ năng để xét tốt nghiệp.",2.18,5279,10.0,"Câu trả lời AI nêu đúng mức điểm TOEIC 2 kỹ năng cho các khối năm: 450 cho khóa 2012‑2013 và 500 cho khóa 2014 trở lên, khớp hoàn toàn với Ground Truth."
39,Sinh viên hệ đại trà khóa 2022 đăng ký học phần vào đợt mấy?,Đợt 2 (Từ 09g00 ngày 12/8/2025).,Groq Compound Mini,Sinh viên hệ đại trà khóa 2022 đăng ký học phần vào **đợt 2** (theo quy định phân luồng trong Văn bản #3).,4.46,5858,9.0,"AI trả lời đúng là 'đợt 2', phù hợp với câu hỏi. Mặc dù không nêu thời gian chi tiết như trong Ground Truth, nhưng thông tin chính đã chính xác."
40,Phí kéo dài luận văn tốt nghiệp cho học viên cao học là bao nhiêu?,1.000.000 đồng/tháng.,Groq Compound Mini,Phí kéo dài luận văn/đề án tốt nghiệp cho học viên cao học là **1.000.000 đồng mỗi tháng** (theo bảng “Tiến sĩ (6) – Phí kéo dài luận văn/đề án tốt nghiệp” trong nguồn #5).,1.64,5425,10.0,"Câu trả lời AI truyền đạt đúng số tiền và đơn vị như Ground Truth, không sai lệch và thậm chí cung cấp nguồn tham khảo, nên đạt điểm tối đa."
41,Học phí chương trình liên kết với Đại học Sunderland năm 4 là bao nhiêu?,170.000.000 đồng (Khóa 2025).,Groq Compound Mini,Tôi không tìm thấy thông tin này trong tài liệu.,7.92,4963,1.0,"AI không cung cấp đáp án đúng, chỉ nói không tìm thấy thông tin, trong khi đáp án chuẩn là 170.000.000 đồng."
42,Quy định số lượng tối thiểu để mở lớp cho hệ Đại học chính quy tiếng Việt là bao nhiêu?,30 sinh viên/lớp.,Groq Compound Mini,"**Quy định số lượng sinh viên tối thiểu để mở lớp (hệ Đại học chính quy tiếng Việt):**

- **Các môn đại cương, chính trị:** tối thiểu **60 sinh viên**.  
- **Các môn chuyên ngành hẹp** (và các lớp chính quy chất lượng cao): tối thiểu **20 sinh viên**.  
- **Các môn khác:** tối thiểu **30 sinh viên**.  

*Nếu một ngành có tổng số sinh viên ít hơn 30, lớp học được tổ chức bắt buộc cho **tất cả sinh viên** của ngành đó.*",2.6,4883,1.0,"AI trả lời không khớp với đáp án chuẩn; đưa ra các con số 60, 20, 30 thay vì 30 sinh viên/lớp, thông tin sai lệch."
43,Sinh viên xem kết quả duyệt đơn miễn thi GDTC ở đâu?,"Trên trang online, mục ""Thông báo cá nhân"".",Groq Compound Mini,"Sinh viên tra kết quả duyệt đơn miễn thi GDTC trên trang online của trường, mục **“Thông báo cá nhân.”**",7.72,5732,10.0,"Câu trả lời AI truyền đạt đúng và đầy đủ nội dung của Ground Truth, chỉ thêm một vài từ mô tả nhưng không làm sai lệch thông tin."
44,Thời gian công bố kết quả duyệt đơn điểm I đợt 1?,Dự kiến ngày 12/11/2025.,Groq Compound Mini,"Theo văn bản, kết quả duyệt đơn điểm I đợt 1 dự kiến sẽ được công bố vào ngày **12/11/2025**.",0.95,4416,10.0,"Câu trả lời AI truyền đạt đúng thông tin ngày dự kiến công bố (12/11/2025) như Ground Truth, không thiếu chi tiết và chính xác."
45,Sinh viên lớp CLC có được đăng ký học với lớp Đại trà không?,"Không, trừ trường hợp đặc biệt phải làm đơn.",Groq Compound Mini,"Không. Sinh viên hệ Chất lượng cao (CLC) không được đăng ký học với các lớp Đại trà (và ngược lại), trừ khi có đơn xin và được sự đồng ý của Ban Chủ nhiệm khoa, quản ngành và phòng Đào tạo.",11.11,5848,10.0,"AI trả lời đúng nội dung chính: không được, ngoại trừ trường hợp đặc biệt phải làm đơn, và cung cấp chi tiết bổ sung chính xác."
46,Học phí môn Giáo dục thể chất được tính như thế nào đối với khóa 2025?,853.000 đồng/Tín chỉ.,Groq Compound Mini,"Học phí chung của khóa 2025 **không bao gồm** các học phần Giáo dục Quốc phòng & An ninh (GDQP&AN) và Giáo dục Thể chất (GDTC).  
Các học phần này được tính phí riêng, mức phí là **853.000 đồng mỗi tín chỉ**.",13.08,4268,10.0,"AI trả lời đúng mức phí 853.000 đồng mỗi tín chỉ cho môn Giáo dục thể chất, thông tin khớp với Ground Truth và không có sai sót."
47,Sinh viên nộp chứng chỉ ngoại ngữ trong khoảng thời gian nào của học kỳ?,"Trong 02 tuần đầu học kỳ (khóa mới), 02 tuần đăng ký học phần, hoặc 01 tuần trước khi kết thúc đóng học phí đợt 2.",Groq Compound Mini,"Sinh viên có thể nộp chứng chỉ ngoại ngữ trong hai đợt:

- **Đợt 1:** Từ **11/08/2025** đến **16/08/2025** (tuần đầu của học kỳ).  
- **Đợt 2:** Từ **27/10/2025** đến **01/11/2025** (tuần thứ 2 của học kỳ).",10.07,4008,4.0,"AI chỉ nêu 2 tuần cụ thể (tuần đầu và tuần thứ 2) mà không đề cập đến 2 tuần đăng ký học phần và 1 tuần trước khi đóng học phí đợt 2, nên thông tin không đầy đủ so với Ground Truth."
48,Điểm I là gì?,"Điểm chưa hoàn thiện do được phép hoãn thi, kiểm tra.",Groq Compound Mini,"**Điểm I** là ký hiệu điểm được cấp cho sinh viên không tham gia kỳ thi (do ốm hoặc có lý do chính đáng) khi nộp đơn xin nhận điểm I. Sau khi được duyệt, sinh viên có thể trả điểm I trong tối đa hai học kỳ tiếp theo và ký hiệu “I” sẽ xuất hiện trên bảng điểm.",7.58,4517,9.0,"Câu trả lời AI truyền đạt đúng ý nghĩa chính của điểm I là điểm chưa hoàn thiện do được phép hoãn thi, cung cấp thêm chi tiết nhưng không sai lệch."
